Column1,Column2,Column3,Column4
251.0,0.5333333333333333,0.31666666666666665,0.15
252.0,0.53,0.32,0.15
253.0,0.53,0.32,0.15
254.0,0.53,0.31666666666666665,0.15333333333333332
255.0,0.5233333333333333,0.3233333333333333,0.15333333333333332
256.0,0.52,0.32666666666666666,0.15333333333333332
257.0,0.52,0.32666666666666666,0.15333333333333332
258.0,0.52,0.32666666666666666,0.15333333333333332
259.0,0.5133333333333333,0.3333333333333333,0.15333333333333332
260.0,0.5133333333333333,0.3333333333333333,0.15333333333333332
261.0,0.5066666666666667,0.34,0.15333333333333332
262.0,0.5033333333333333,0.34,0.15666666666666668
263.0,0.49,0.35333333333333333,0.15666666666666668
264.0,0.49,0.35333333333333333,0.15666666666666668
265.0,0.49,0.35333333333333333,0.15666666666666668
266.0,0.48333333333333334,0.3566666666666667,0.16
267.0,0.48,0.3566666666666667,0.16333333333333333
268.0,0.47333333333333333,0.36333333333333334,0.16333333333333333
269.0,0.47,0.36666666666666664,0.16333333333333333
270.0,0.4666666666666667,0.36333333333333334,0.17
271.0,0.4633333333333333,0.36666666666666664,0.17
272.0,0.45666666666666667,0.37333333333333335,0.17
273.0,0.4533333333333333,0.37666666666666665,0.17
274.0,0.4533333333333333,0.37666666666666665,0.17
275.0,0.45,0.38,0.17
276.0,0.44666666666666666,0.38333333333333336,0.17
277.0,0.44333333333333336,0.38666666666666666,0.17
278.0,0.44,0.39,0.17
279.0,0.44,0.39,0.17
280.0,0.44,0.38666666666666666,0.17333333333333334
281.0,0.44,0.38333333333333336,0.17666666666666667
282.0,0.44,0.38333333333333336,0.17666666666666667
283.0,0.44,0.38,0.18
284.0,0.44,0.38,0.18
285.0,0.43666666666666665,0.38333333333333336,0.18
286.0,0.43666666666666665,0.38333333333333336,0.18
287.0,0.43,0.39,0.18
288.0,0.42333333333333334,0.39,0.18666666666666668
289.0,0.42,0.3933333333333333,0.18666666666666668
290.0,0.42,0.3933333333333333,0.18666666666666668
291.0,0.4166666666666667,0.39666666666666667,0.18666666666666668
292.0,0.4166666666666667,0.3933333333333333,0.19
293.0,0.4166666666666667,0.39,0.19333333333333333
294.0,0.4166666666666667,0.39,0.19333333333333333
295.0,0.41333333333333333,0.3933333333333333,0.19333333333333333
296.0,0.41,0.39666666666666667,0.19333333333333333
297.0,0.4066666666666667,0.39666666666666667,0.19666666666666666
298.0,0.4066666666666667,0.39666666666666667,0.19666666666666666
299.0,0.4066666666666667,0.39666666666666667,0.19666666666666666
300.0,0.4066666666666667,0.39666666666666667,0.19666666666666666
301.0,0.4066666666666667,0.39666666666666667,0.19666666666666666
302.0,0.4033333333333333,0.4,0.19666666666666666
303.0,0.4,0.4033333333333333,0.19666666666666666
304.0,0.39666666666666667,0.4066666666666667,0.19666666666666666
305.0,0.3933333333333333,0.41,0.19666666666666666
306.0,0.3933333333333333,0.41,0.19666666666666666
307.0,0.3933333333333333,0.4066666666666667,0.2
308.0,0.38666666666666666,0.41333333333333333,0.2
309.0,0.38666666666666666,0.41333333333333333,0.2
310.0,0.38666666666666666,0.4066666666666667,0.20666666666666667
311.0,0.38666666666666666,0.4066666666666667,0.20666666666666667
312.0,0.38666666666666666,0.4066666666666667,0.20666666666666667
313.0,0.37666666666666665,0.4166666666666667,0.20666666666666667
314.0,0.37333333333333335,0.42,0.20666666666666667
315.0,0.37,0.42333333333333334,0.20666666666666667
316.0,0.36666666666666664,0.4266666666666667,0.20666666666666667
317.0,0.36333333333333334,0.4266666666666667,0.21
318.0,0.35333333333333333,0.43666666666666665,0.21
319.0,0.35,0.44,0.21
320.0,0.35,0.43666666666666665,0.21333333333333335
321.0,0.3433333333333333,0.44333333333333336,0.21333333333333335
322.0,0.33666666666666667,0.45,0.21333333333333335
323.0,0.33666666666666667,0.45,0.21333333333333335
324.0,0.32666666666666666,0.45666666666666667,0.21666666666666667
325.0,0.32,0.4633333333333333,0.21666666666666667
326.0,0.31666666666666665,0.4666666666666667,0.21666666666666667
327.0,0.31,0.47333333333333333,0.21666666666666667
328.0,0.30666666666666664,0.4766666666666667,0.21666666666666667
329.0,0.30333333333333334,0.4766666666666667,0.22
330.0,0.3,0.48,0.22
331.0,0.29333333333333333,0.48,0.22666666666666666
332.0,0.29,0.48333333333333334,0.22666666666666666
333.0,0.2866666666666667,0.48,0.23333333333333334
334.0,0.2833333333333333,0.48333333333333334,0.23333333333333334
335.0,0.28,0.48333333333333334,0.23666666666666666
336.0,0.27666666666666667,0.48,0.24333333333333335
337.0,0.27,0.48333333333333334,0.24666666666666667
338.0,0.27,0.48333333333333334,0.24666666666666667
339.0,0.26666666666666666,0.48,0.25333333333333335
340.0,0.26666666666666666,0.48,0.25333333333333335
341.0,0.26666666666666666,0.48,0.25333333333333335
342.0,0.26666666666666666,0.4766666666666667,0.25666666666666665
343.0,0.26,0.48333333333333334,0.25666666666666665
344.0,0.25333333333333335,0.49,0.25666666666666665
345.0,0.25333333333333335,0.49,0.25666666666666665
346.0,0.25333333333333335,0.49,0.25666666666666665
347.0,0.25333333333333335,0.49,0.25666666666666665
348.0,0.24666666666666667,0.49666666666666665,0.25666666666666665
349.0,0.24333333333333335,0.5,0.25666666666666665
350.0,0.24333333333333335,0.49666666666666665,0.26
351.0,0.24333333333333335,0.49666666666666665,0.26
352.0,0.24333333333333335,0.49,0.26666666666666666
353.0,0.24333333333333335,0.4866666666666667,0.27
354.0,0.24333333333333335,0.48,0.27666666666666667
355.0,0.24,0.48333333333333334,0.27666666666666667
356.0,0.24,0.48333333333333334,0.27666666666666667
357.0,0.23,0.49333333333333335,0.27666666666666667
358.0,0.23,0.49333333333333335,0.27666666666666667
359.0,0.23,0.49333333333333335,0.27666666666666667
360.0,0.23,0.49,0.28
361.0,0.22333333333333333,0.49666666666666665,0.28
362.0,0.22,0.5,0.28
363.0,0.22,0.49666666666666665,0.2833333333333333
364.0,0.21333333333333335,0.5,0.2866666666666667
365.0,0.21,0.5033333333333333,0.2866666666666667
366.0,0.21,0.5,0.29
367.0,0.21,0.49333333333333335,0.2966666666666667
368.0,0.21,0.49,0.3
369.0,0.21,0.49,0.3
370.0,0.20333333333333334,0.49333333333333335,0.30333333333333334
371.0,0.2,0.49666666666666665,0.30333333333333334
372.0,0.19666666666666666,0.5,0.30333333333333334
373.0,0.19,0.5033333333333333,0.30666666666666664
374.0,0.18666666666666668,0.5066666666666667,0.30666666666666664
375.0,0.17666666666666667,0.5133333333333333,0.31
376.0,0.17666666666666667,0.51,0.31333333333333335
377.0,0.17333333333333334,0.51,0.31666666666666665
378.0,0.17333333333333334,0.51,0.31666666666666665
379.0,0.17333333333333334,0.51,0.31666666666666665
380.0,0.17333333333333334,0.5066666666666667,0.32
381.0,0.17,0.51,0.32
382.0,0.16666666666666666,0.51,0.3233333333333333
383.0,0.16333333333333333,0.5133333333333333,0.3233333333333333
384.0,0.16333333333333333,0.51,0.32666666666666666
385.0,0.16,0.51,0.33
386.0,0.16,0.51,0.33
387.0,0.15666666666666668,0.51,0.3333333333333333
388.0,0.15666666666666668,0.51,0.3333333333333333
389.0,0.15333333333333332,0.5066666666666667,0.34
390.0,0.15333333333333332,0.5066666666666667,0.34
391.0,0.15333333333333332,0.5,0.3466666666666667
392.0,0.14333333333333334,0.5,0.3566666666666667
393.0,0.14333333333333334,0.49333333333333335,0.36333333333333334
394.0,0.14333333333333334,0.49333333333333335,0.36333333333333334
395.0,0.13666666666666666,0.5,0.36333333333333334
396.0,0.13333333333333333,0.5033333333333333,0.36333333333333334
397.0,0.13333333333333333,0.49666666666666665,0.37
398.0,0.13,0.5,0.37
399.0,0.13,0.5,0.37
400.0,0.13,0.49666666666666665,0.37333333333333335
401.0,0.13,0.49666666666666665,0.37333333333333335
402.0,0.12666666666666668,0.49666666666666665,0.37666666666666665
403.0,0.12666666666666668,0.49666666666666665,0.37666666666666665
404.0,0.12333333333333334,0.49666666666666665,0.38
405.0,0.12,0.49666666666666665,0.38333333333333336
406.0,0.11666666666666667,0.5,0.38333333333333336
407.0,0.11666666666666667,0.49666666666666665,0.38666666666666666
408.0,0.11666666666666667,0.49333333333333335,0.39
409.0,0.11666666666666667,0.49333333333333335,0.39
410.0,0.11666666666666667,0.49333333333333335,0.39
411.0,0.11666666666666667,0.49333333333333335,0.39
412.0,0.11,0.49666666666666665,0.3933333333333333
413.0,0.11,0.49666666666666665,0.3933333333333333
414.0,0.10666666666666667,0.49666666666666665,0.39666666666666667
415.0,0.10666666666666667,0.49666666666666665,0.39666666666666667
416.0,0.10666666666666667,0.49666666666666665,0.39666666666666667
417.0,0.10333333333333333,0.5,0.39666666666666667
418.0,0.10333333333333333,0.5,0.39666666666666667
419.0,0.10333333333333333,0.49666666666666665,0.4
420.0,0.09666666666666666,0.5033333333333333,0.4
421.0,0.09666666666666666,0.5033333333333333,0.4
422.0,0.09333333333333334,0.5,0.4066666666666667
423.0,0.09,0.5033333333333333,0.4066666666666667
424.0,0.09,0.5,0.41
425.0,0.09,0.5,0.41
426.0,0.09,0.49333333333333335,0.4166666666666667
427.0,0.09,0.49,0.42
428.0,0.09,0.4866666666666667,0.42333333333333334
429.0,0.09,0.4866666666666667,0.42333333333333334
430.0,0.09,0.48333333333333334,0.4266666666666667
431.0,0.08666666666666667,0.4866666666666667,0.4266666666666667
432.0,0.08666666666666667,0.4866666666666667,0.4266666666666667
433.0,0.08333333333333333,0.4866666666666667,0.43
434.0,0.08333333333333333,0.48333333333333334,0.43333333333333335
435.0,0.08,0.48333333333333334,0.43666666666666665
436.0,0.08,0.48,0.44
437.0,0.08,0.47,0.45
438.0,0.08,0.47,0.45
439.0,0.08,0.4666666666666667,0.4533333333333333
440.0,0.08,0.4666666666666667,0.4533333333333333
441.0,0.08,0.4633333333333333,0.45666666666666667
442.0,0.08,0.46,0.46
443.0,0.07666666666666666,0.46,0.4633333333333333
444.0,0.07666666666666666,0.46,0.4633333333333333
445.0,0.07666666666666666,0.46,0.4633333333333333
446.0,0.07666666666666666,0.46,0.4633333333333333
447.0,0.07666666666666666,0.46,0.4633333333333333
448.0,0.07666666666666666,0.45666666666666667,0.4666666666666667
449.0,0.07666666666666666,0.4533333333333333,0.47
450.0,0.07666666666666666,0.44666666666666666,0.4766666666666667
451.0,0.07666666666666666,0.44666666666666666,0.4766666666666667
452.0,0.07666666666666666,0.44333333333333336,0.48
453.0,0.07333333333333333,0.44666666666666666,0.48
454.0,0.07333333333333333,0.43666666666666665,0.49
455.0,0.07333333333333333,0.43666666666666665,0.49
456.0,0.07333333333333333,0.43333333333333335,0.49333333333333335
457.0,0.07333333333333333,0.43333333333333335,0.49333333333333335
458.0,0.07333333333333333,0.43333333333333335,0.49333333333333335
459.0,0.07333333333333333,0.43333333333333335,0.49333333333333335
460.0,0.07333333333333333,0.43333333333333335,0.49333333333333335
461.0,0.07333333333333333,0.43,0.49666666666666665
462.0,0.07333333333333333,0.4266666666666667,0.5
463.0,0.07333333333333333,0.4266666666666667,0.5
464.0,0.07333333333333333,0.4266666666666667,0.5
465.0,0.07333333333333333,0.42333333333333334,0.5033333333333333
466.0,0.07333333333333333,0.42,0.5066666666666667
467.0,0.07333333333333333,0.4166666666666667,0.51
468.0,0.07333333333333333,0.4166666666666667,0.51
469.0,0.07333333333333333,0.4166666666666667,0.51
470.0,0.07333333333333333,0.4166666666666667,0.51
471.0,0.07333333333333333,0.41333333333333333,0.5133333333333333
472.0,0.07333333333333333,0.41,0.5166666666666667
473.0,0.07333333333333333,0.4066666666666667,0.52
474.0,0.07333333333333333,0.4066666666666667,0.52
475.0,0.07333333333333333,0.4033333333333333,0.5233333333333333
476.0,0.07,0.4066666666666667,0.5233333333333333
477.0,0.07,0.39666666666666667,0.5333333333333333
478.0,0.07,0.39666666666666667,0.5333333333333333
479.0,0.07,0.39666666666666667,0.5333333333333333
480.0,0.07,0.39666666666666667,0.5333333333333333
481.0,0.07,0.39666666666666667,0.5333333333333333
482.0,0.06666666666666667,0.4,0.5333333333333333
483.0,0.06666666666666667,0.4,0.5333333333333333
484.0,0.06666666666666667,0.4,0.5333333333333333
485.0,0.06666666666666667,0.39666666666666667,0.5366666666666666
486.0,0.06666666666666667,0.39666666666666667,0.5366666666666666
487.0,0.06666666666666667,0.39666666666666667,0.5366666666666666
488.0,0.06666666666666667,0.3933333333333333,0.54
489.0,0.06666666666666667,0.3933333333333333,0.54
490.0,0.06666666666666667,0.3933333333333333,0.54
491.0,0.06666666666666667,0.3933333333333333,0.54
492.0,0.06666666666666667,0.3933333333333333,0.54
493.0,0.06,0.39666666666666667,0.5433333333333333
494.0,0.056666666666666664,0.39666666666666667,0.5466666666666666
495.0,0.05333333333333334,0.4,0.5466666666666666
496.0,0.05333333333333334,0.4,0.5466666666666666
497.0,0.05333333333333334,0.4,0.5466666666666666
498.0,0.05333333333333334,0.4,0.5466666666666666
499.0,0.05,0.4033333333333333,0.5466666666666666
500.0,0.04666666666666667,0.4033333333333333,0.55
501.0,0.043333333333333335,0.4066666666666667,0.55
502.0,0.043333333333333335,0.4066666666666667,0.55
503.0,0.043333333333333335,0.4066666666666667,0.55
504.0,0.043333333333333335,0.4033333333333333,0.5533333333333333
505.0,0.043333333333333335,0.39666666666666667,0.56
506.0,0.04,0.4,0.56
507.0,0.04,0.39666666666666667,0.5633333333333334
508.0,0.03666666666666667,0.4,0.5633333333333334
509.0,0.03333333333333333,0.4033333333333333,0.5633333333333334
510.0,0.03333333333333333,0.4033333333333333,0.5633333333333334
511.0,0.03333333333333333,0.39666666666666667,0.57
512.0,0.03333333333333333,0.39666666666666667,0.57
513.0,0.03333333333333333,0.3933333333333333,0.5733333333333334
514.0,0.03333333333333333,0.39,0.5766666666666667
515.0,0.03333333333333333,0.39,0.5766666666666667
516.0,0.03333333333333333,0.39,0.5766666666666667
517.0,0.03333333333333333,0.39,0.5766666666666667
518.0,0.03333333333333333,0.39,0.5766666666666667
519.0,0.03333333333333333,0.39,0.5766666666666667
520.0,0.03,0.3933333333333333,0.5766666666666667
521.0,0.03,0.3933333333333333,0.5766666666666667
522.0,0.03,0.39,0.58
523.0,0.03,0.39,0.58
524.0,0.03,0.39,0.58
525.0,0.03,0.38666666666666666,0.5833333333333334
526.0,0.03,0.38666666666666666,0.5833333333333334
527.0,0.03,0.38666666666666666,0.5833333333333334
528.0,0.03,0.38666666666666666,0.5833333333333334
529.0,0.03,0.38666666666666666,0.5833333333333334
530.0,0.03,0.38666666666666666,0.5833333333333334
531.0,0.03,0.38666666666666666,0.5833333333333334
532.0,0.03,0.38666666666666666,0.5833333333333334
533.0,0.03,0.38666666666666666,0.5833333333333334
534.0,0.03,0.38666666666666666,0.5833333333333334
535.0,0.03,0.38666666666666666,0.5833333333333334
536.0,0.02666666666666667,0.38666666666666666,0.5866666666666667
537.0,0.02666666666666667,0.38666666666666666,0.5866666666666667
538.0,0.02666666666666667,0.38666666666666666,0.5866666666666667
539.0,0.02666666666666667,0.38666666666666666,0.5866666666666667
540.0,0.02666666666666667,0.38666666666666666,0.5866666666666667
