Column1,Column2,Column3,Column4
1.0,0.9966666666666667,0.0033333333333333335,0.0
2.0,0.9966666666666667,0.0033333333333333335,0.0
3.0,0.9966666666666667,0.0033333333333333335,0.0
4.0,0.9966666666666667,0.0033333333333333335,0.0
5.0,0.9966666666666667,0.0033333333333333335,0.0
6.0,0.9966666666666667,0.0033333333333333335,0.0
7.0,0.9966666666666667,0.0033333333333333335,0.0
8.0,0.9966666666666667,0.0033333333333333335,0.0
9.0,0.9966666666666667,0.0033333333333333335,0.0
10.0,0.9966666666666667,0.0033333333333333335,0.0
11.0,0.9966666666666667,0.0033333333333333335,0.0
12.0,0.9966666666666667,0.0033333333333333335,0.0
13.0,0.9966666666666667,0.0033333333333333335,0.0
14.0,0.9966666666666667,0.0033333333333333335,0.0
15.0,0.9966666666666667,0.0033333333333333335,0.0
16.0,0.9966666666666667,0.0033333333333333335,0.0
17.0,0.9933333333333333,0.006666666666666667,0.0
18.0,0.9933333333333333,0.006666666666666667,0.0
19.0,0.99,0.01,0.0
20.0,0.99,0.01,0.0
21.0,0.99,0.01,0.0
22.0,0.99,0.01,0.0
23.0,0.99,0.01,0.0
24.0,0.99,0.01,0.0
25.0,0.99,0.01,0.0
26.0,0.99,0.01,0.0
27.0,0.9866666666666667,0.013333333333333334,0.0
28.0,0.9833333333333333,0.016666666666666666,0.0
29.0,0.9833333333333333,0.016666666666666666,0.0
30.0,0.9833333333333333,0.016666666666666666,0.0
31.0,0.9833333333333333,0.016666666666666666,0.0
32.0,0.9833333333333333,0.016666666666666666,0.0
33.0,0.9833333333333333,0.016666666666666666,0.0
34.0,0.9833333333333333,0.016666666666666666,0.0
35.0,0.9833333333333333,0.016666666666666666,0.0
36.0,0.9833333333333333,0.016666666666666666,0.0
37.0,0.9833333333333333,0.016666666666666666,0.0
38.0,0.9833333333333333,0.016666666666666666,0.0
39.0,0.9833333333333333,0.016666666666666666,0.0
40.0,0.9833333333333333,0.016666666666666666,0.0
41.0,0.9833333333333333,0.016666666666666666,0.0
42.0,0.98,0.02,0.0
43.0,0.98,0.02,0.0
44.0,0.98,0.02,0.0
45.0,0.98,0.02,0.0
46.0,0.98,0.02,0.0
47.0,0.98,0.02,0.0
48.0,0.98,0.02,0.0
49.0,0.98,0.02,0.0
50.0,0.98,0.02,0.0
51.0,0.9766666666666667,0.023333333333333334,0.0
52.0,0.9766666666666667,0.023333333333333334,0.0
53.0,0.9766666666666667,0.023333333333333334,0.0
54.0,0.9766666666666667,0.023333333333333334,0.0
55.0,0.9766666666666667,0.023333333333333334,0.0
56.0,0.9766666666666667,0.023333333333333334,0.0
57.0,0.9766666666666667,0.023333333333333334,0.0
58.0,0.9766666666666667,0.023333333333333334,0.0
59.0,0.9766666666666667,0.023333333333333334,0.0
60.0,0.9766666666666667,0.023333333333333334,0.0
61.0,0.9766666666666667,0.023333333333333334,0.0
62.0,0.9766666666666667,0.023333333333333334,0.0
63.0,0.9766666666666667,0.023333333333333334,0.0
64.0,0.9733333333333334,0.02666666666666667,0.0
65.0,0.9733333333333334,0.02666666666666667,0.0
66.0,0.97,0.03,0.0
67.0,0.97,0.03,0.0
68.0,0.9666666666666667,0.03333333333333333,0.0
69.0,0.9666666666666667,0.03333333333333333,0.0
70.0,0.9666666666666667,0.03,0.0033333333333333335
71.0,0.9666666666666667,0.03,0.0033333333333333335
72.0,0.9666666666666667,0.03,0.0033333333333333335
73.0,0.9666666666666667,0.03,0.0033333333333333335
74.0,0.9666666666666667,0.03,0.0033333333333333335
75.0,0.9666666666666667,0.03,0.0033333333333333335
76.0,0.9666666666666667,0.03,0.0033333333333333335
77.0,0.9666666666666667,0.02666666666666667,0.006666666666666667
78.0,0.9666666666666667,0.02666666666666667,0.006666666666666667
79.0,0.9633333333333334,0.03,0.006666666666666667
80.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
81.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
82.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
83.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
84.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
85.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
86.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
87.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
88.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
89.0,0.9633333333333334,0.023333333333333334,0.013333333333333334
90.0,0.96,0.02666666666666667,0.013333333333333334
91.0,0.96,0.02666666666666667,0.013333333333333334
92.0,0.96,0.02666666666666667,0.013333333333333334
93.0,0.96,0.02666666666666667,0.013333333333333334
94.0,0.96,0.02666666666666667,0.013333333333333334
95.0,0.96,0.02666666666666667,0.013333333333333334
96.0,0.96,0.02666666666666667,0.013333333333333334
97.0,0.96,0.02666666666666667,0.013333333333333334
98.0,0.96,0.02666666666666667,0.013333333333333334
99.0,0.9533333333333334,0.03333333333333333,0.013333333333333334
100.0,0.9533333333333334,0.03333333333333333,0.013333333333333334
101.0,0.9533333333333334,0.03333333333333333,0.013333333333333334
102.0,0.9533333333333334,0.03333333333333333,0.013333333333333334
103.0,0.9533333333333334,0.03333333333333333,0.013333333333333334
104.0,0.9533333333333334,0.03333333333333333,0.013333333333333334
105.0,0.9533333333333334,0.03333333333333333,0.013333333333333334
106.0,0.9533333333333334,0.03333333333333333,0.013333333333333334
107.0,0.95,0.03666666666666667,0.013333333333333334
108.0,0.9466666666666667,0.04,0.013333333333333334
109.0,0.9466666666666667,0.04,0.013333333333333334
110.0,0.9433333333333334,0.043333333333333335,0.013333333333333334
111.0,0.94,0.04666666666666667,0.013333333333333334
112.0,0.94,0.04666666666666667,0.013333333333333334
113.0,0.9366666666666666,0.05,0.013333333333333334
114.0,0.9333333333333333,0.05333333333333334,0.013333333333333334
115.0,0.9333333333333333,0.05333333333333334,0.013333333333333334
116.0,0.9333333333333333,0.05333333333333334,0.013333333333333334
117.0,0.9333333333333333,0.05333333333333334,0.013333333333333334
118.0,0.9333333333333333,0.05333333333333334,0.013333333333333334
119.0,0.9333333333333333,0.05333333333333334,0.013333333333333334
120.0,0.9266666666666666,0.06,0.013333333333333334
121.0,0.9266666666666666,0.06,0.013333333333333334
122.0,0.9266666666666666,0.06,0.013333333333333334
123.0,0.9266666666666666,0.06,0.013333333333333334
124.0,0.9233333333333333,0.06333333333333334,0.013333333333333334
125.0,0.9233333333333333,0.06333333333333334,0.013333333333333334
126.0,0.9233333333333333,0.06333333333333334,0.013333333333333334
127.0,0.9233333333333333,0.06,0.016666666666666666
128.0,0.9233333333333333,0.06,0.016666666666666666
129.0,0.9233333333333333,0.06,0.016666666666666666
130.0,0.9166666666666666,0.06666666666666667,0.016666666666666666
131.0,0.9166666666666666,0.06666666666666667,0.016666666666666666
132.0,0.9133333333333333,0.07,0.016666666666666666
133.0,0.91,0.07333333333333333,0.016666666666666666
134.0,0.9066666666666666,0.07666666666666666,0.016666666666666666
135.0,0.9033333333333333,0.08,0.016666666666666666
136.0,0.9033333333333333,0.07666666666666666,0.02
137.0,0.9033333333333333,0.07666666666666666,0.02
138.0,0.9033333333333333,0.07666666666666666,0.02
139.0,0.8966666666666666,0.08333333333333333,0.02
140.0,0.8966666666666666,0.08333333333333333,0.02
141.0,0.89,0.09,0.02
142.0,0.89,0.09,0.02
143.0,0.89,0.09,0.02
144.0,0.8866666666666667,0.09333333333333334,0.02
145.0,0.8733333333333333,0.10666666666666667,0.02
146.0,0.87,0.11,0.02
147.0,0.87,0.10666666666666667,0.023333333333333334
148.0,0.8633333333333333,0.10666666666666667,0.03
149.0,0.86,0.11,0.03
150.0,0.8533333333333334,0.11333333333333333,0.03333333333333333
151.0,0.8533333333333334,0.11,0.03666666666666667
152.0,0.85,0.11333333333333333,0.03666666666666667
153.0,0.8466666666666667,0.11666666666666667,0.03666666666666667
154.0,0.8466666666666667,0.11666666666666667,0.03666666666666667
155.0,0.84,0.12333333333333334,0.03666666666666667
156.0,0.8366666666666667,0.12666666666666668,0.03666666666666667
157.0,0.8333333333333334,0.12666666666666668,0.04
158.0,0.8333333333333334,0.12333333333333334,0.043333333333333335
159.0,0.83,0.12666666666666668,0.043333333333333335
160.0,0.83,0.12666666666666668,0.043333333333333335
161.0,0.8266666666666667,0.13,0.043333333333333335
162.0,0.82,0.13666666666666666,0.043333333333333335
163.0,0.8133333333333334,0.14333333333333334,0.043333333333333335
164.0,0.8133333333333334,0.14333333333333334,0.043333333333333335
165.0,0.81,0.14333333333333334,0.04666666666666667
166.0,0.81,0.13666666666666666,0.05333333333333334
167.0,0.81,0.13666666666666666,0.05333333333333334
168.0,0.8033333333333333,0.14333333333333334,0.05333333333333334
169.0,0.8033333333333333,0.14333333333333334,0.05333333333333334
170.0,0.7933333333333333,0.15333333333333332,0.05333333333333334
171.0,0.79,0.15666666666666668,0.05333333333333334
172.0,0.7866666666666666,0.16,0.05333333333333334
173.0,0.7866666666666666,0.16,0.05333333333333334
174.0,0.78,0.16666666666666666,0.05333333333333334
175.0,0.77,0.17666666666666667,0.05333333333333334
176.0,0.7633333333333333,0.18333333333333332,0.05333333333333334
177.0,0.76,0.18,0.06
178.0,0.76,0.18,0.06
179.0,0.76,0.18,0.06
180.0,0.7566666666666667,0.18,0.06333333333333334
181.0,0.7566666666666667,0.17666666666666667,0.06666666666666667
182.0,0.75,0.18333333333333332,0.06666666666666667
183.0,0.75,0.18333333333333332,0.06666666666666667
184.0,0.7466666666666667,0.18666666666666668,0.06666666666666667
185.0,0.7433333333333333,0.18666666666666668,0.07
186.0,0.74,0.19,0.07
187.0,0.74,0.19,0.07
188.0,0.74,0.19,0.07
189.0,0.7366666666666667,0.19333333333333333,0.07
190.0,0.7266666666666667,0.20333333333333334,0.07
191.0,0.7266666666666667,0.20333333333333334,0.07
192.0,0.7233333333333334,0.20333333333333334,0.07333333333333333
193.0,0.7233333333333334,0.20333333333333334,0.07333333333333333
194.0,0.7233333333333334,0.20333333333333334,0.07333333333333333
195.0,0.7233333333333334,0.2,0.07666666666666666
196.0,0.7166666666666667,0.20333333333333334,0.08
197.0,0.7133333333333334,0.20666666666666667,0.08
198.0,0.71,0.21,0.08
199.0,0.71,0.21,0.08
200.0,0.7066666666666667,0.21333333333333335,0.08
201.0,0.7033333333333334,0.21666666666666667,0.08
202.0,0.7,0.22,0.08
203.0,0.7,0.21666666666666667,0.08333333333333333
204.0,0.7,0.21333333333333335,0.08666666666666667
205.0,0.6966666666666667,0.21666666666666667,0.08666666666666667
206.0,0.6966666666666667,0.21666666666666667,0.08666666666666667
207.0,0.6933333333333334,0.22,0.08666666666666667
208.0,0.69,0.22,0.09
209.0,0.69,0.22,0.09
210.0,0.69,0.21666666666666667,0.09333333333333334
211.0,0.6866666666666666,0.21666666666666667,0.09666666666666666
212.0,0.6866666666666666,0.21333333333333335,0.1
213.0,0.6766666666666666,0.22333333333333333,0.1
214.0,0.67,0.23,0.1
215.0,0.6666666666666666,0.23333333333333334,0.1
216.0,0.6633333333333333,0.23666666666666666,0.1
217.0,0.66,0.24,0.1
218.0,0.6533333333333333,0.24666666666666667,0.1
219.0,0.65,0.25,0.1
220.0,0.6466666666666666,0.25333333333333335,0.1
221.0,0.6466666666666666,0.25,0.10333333333333333
222.0,0.64,0.25666666666666665,0.10333333333333333
223.0,0.64,0.25666666666666665,0.10333333333333333
224.0,0.64,0.25666666666666665,0.10333333333333333
225.0,0.6366666666666667,0.26,0.10333333333333333
226.0,0.6266666666666667,0.26666666666666666,0.10666666666666667
227.0,0.62,0.2733333333333333,0.10666666666666667
228.0,0.6166666666666667,0.26666666666666666,0.11666666666666667
229.0,0.6166666666666667,0.26666666666666666,0.11666666666666667
230.0,0.61,0.27,0.12
231.0,0.61,0.26666666666666666,0.12333333333333334
232.0,0.6033333333333334,0.26666666666666666,0.13
233.0,0.5966666666666667,0.2733333333333333,0.13
234.0,0.59,0.28,0.13
235.0,0.59,0.27666666666666667,0.13333333333333333
236.0,0.5866666666666667,0.27666666666666667,0.13666666666666666
237.0,0.5833333333333334,0.28,0.13666666666666666
238.0,0.5833333333333334,0.28,0.13666666666666666
239.0,0.5766666666666667,0.2866666666666667,0.13666666666666666
240.0,0.5633333333333334,0.3,0.13666666666666666
241.0,0.5566666666666666,0.30333333333333334,0.14
242.0,0.5566666666666666,0.30333333333333334,0.14
243.0,0.55,0.31,0.14
244.0,0.5466666666666666,0.31333333333333335,0.14
245.0,0.5433333333333333,0.31333333333333335,0.14333333333333334
246.0,0.5433333333333333,0.31333333333333335,0.14333333333333334
247.0,0.5366666666666666,0.32,0.14333333333333334
248.0,0.5333333333333333,0.32,0.14666666666666667
249.0,0.5333333333333333,0.32,0.14666666666666667
250.0,0.5333333333333333,0.32,0.14666666666666667
